Year,WinOrLose,Type,Key,Item
2008,Nominees,"Music (Original Song)","Enchanted","Happy Working Song in "Enchanted" Music by Alan Menken; Lyric by Stephen Schwartz"
2008,Nominees,"Music (Original Song)","August Rush","Raise It Up in "August Rush" Music and Lyric by Jamal Joseph, Charles Mack and Tevin Thomas"
2008,Nominees,"Music (Original Song)","Enchanted","So Close in "Enchanted" Music by Alan Menken; Lyric by Stephen Schwartz"
2008,Nominees,"Music (Original Song)","Enchanted","That's How You Know in "Enchanted" Music by Alan Menken; Lyric by Stephen Schwartz"
2008,Winner,"Best Picture","No Country For Old Men","Scott Rudin, Ethan Coen and Joel Coen, Producers"
2008,Nominees,"Best Picture","Atonement","Tim Bevan, Eric Fellner and Paul Webster, Producers"
2008,Nominees,"Best Picture","Juno","Lianne Halfon, Mason Novick and Russell Smith, Producers"
2008,Nominees,"Best Picture","Michael Clayton","Sydney Pollack, Jennifer Fox and Kerry Orent, Producers"
2008,Nominees,"Best Picture","There Will Be Blood","JoAnne Sellar, Paul Thomas Anderson and Daniel Lupi, Producers"
2008,Winner,"Short Film (Animated)","Peter & The Wolf","Suzie Templeton and Hugh Welchman"
2008,Nominees,"Short Film (Animated)","I Met The Walrus","Josh Raskin"
2008,Nominees,"Short Film (Animated)","Madame Tutli-Putli","Chris Lavis and Maciek Szczerbowski"
2008,Nominees,"Short Film (Animated)","","Samuel Tourneux and Simon Vanesse"
2008,Nominees,"Short Film (Animated)","My Love (Moya Lyubov)","Alexander Petrov"
2008,Winner,"Short Film (Live Action)","Le Mozart Des Pickpockets (The Mozart Of Pickpockets)","Philippe Pollet-Villard"
2008,Nominees,"Short Film (Live Action)","At Night","Christian E. Christiansen and Louise Vesth"
2008,Nominees,"Short Film (Live Action)","Il Supplente (The Substitute)","Andrea Jublin"
2008,Nominees,"Short Film (Live Action)","Tanghi Argentini","Guido Thys and Anja Daelemans"
2008,Nominees,"Short Film (Live Action)","The Tonto Woman","Daniel Barber and Matthew Brown"
2008,Winner,"Sound Editing","The Bourne Ultimatum","Karen Baker Landers and Per Hallberg"
2008,Nominees,"Sound Editing","No Country For Old Men","Skip Lievsay"
2008,Nominees,"Sound Editing","Ratatouille","Randy Thom and Michael Silvers"
2008,Nominees,"Sound Editing","There Will Be Blood","Christopher Scarabosio and Matthew Wood"
2008,Nominees,"Sound Editing","Transformers","Ethan Van der Ryn and Mike Hopkins"
2008,Winner,"Sound Mixing","The Bourne Ultimatum","Scott Millan, David Parker and Kirk Francis"
2008,Nominees,"Sound Mixing","No Country For Old Men","Skip Lievsay, Craig Berkey, Greg Orloff and Peter Kurland"
2008,Nominees,"Sound Mixing","Ratatouille","Randy Thom, Michael Semanick and Doc Kane"
2008,Nominees,"Sound Mixing","3:10 To Yuma","Paul Massey, David Giammarco and Jim Stuebe"
2008,Nominees,"Sound Mixing","Transformers","Kevin O'Connell, Greg P. Russell and Peter J. Devlin"
2008,Winner,"Visual Effects","The Golden Compass","Michael Fink, Bill Westenhofer, Ben Morris and Trevor Wood"
2008,Nominees,"Visual Effects","Pirates Of The Caribbean: At World's End","John Knoll, Hal Hickel, Charles Gibson and John Frazier"
2008,Nominees,"Visual Effects","Transformers","Scott Farrar, Scott Benza, Russell Earl and John Frazier"
2008,Winner,"Writing (Adapted Screenplay)","No Country For Old Men","Written for the screen by Joel Coen & Ethan Coen"
2008,Nominees,"Writing (Adapted Screenplay)","Atonement","Screenplay by Christopher Hampton"
2008,Nominees,"Writing (Adapted Screenplay)","Away From Her","Written by Sarah Polley"
2008,Nominees,"Writing (Adapted Screenplay)","The Diving Bell And The Butterfly","Screenplay by Ronald Harwood"
2008,Nominees,"Writing (Adapted Screenplay)","There Will Be Blood","Written for the Screen by Paul Thomas Anderson"
2008,Winner,"Writing (Original Screenplay)","Juno","Written by Diablo Cody"
2008,Nominees,"Writing (Original Screenplay)","Lars And The Real Girl","Written by Nancy Oliver"
2008,Nominees,"Writing (Original Screenplay)","Michael Clayton","Written by Tony Gilroy"
2008,Nominees,"Writing (Original Screenplay)","Ratatouille","Screenplay by Brad Bird; Story by Jan Pinkava, Jim Capobianco, Brad Bird"
2008,Nominees,"Writing (Original Screenplay)","The Savages","Written by Tamara Jenkins"
2009,Winner,"Actor In A Leading Role","Sean Penn","Milk"
2009,Nominees,"Actor In A Leading Role","Richard Jenkins","The Visitor"
2009,Nominees,"Actor In A Leading Role","Frank Langella","Frost/Nixon"
2009,Nominees,"Actor In A Leading Role","Brad Pitt","The Curious Case of Benjamin Button"
2009,Nominees,"Actor In A Leading Role","Mickey Rourke","The Wrestler"
2009,Winner,"Actor In A Supporting Role","Heath Ledger","The Dark Knight"
2009,Nominees,"Actor In A Supporting Role","Josh Brolin","Milk"
2009,Nominees,"Actor In A Supporting Role","Robert Downey Jr.","Tropic Thunder"
2009,Nominees,"Actor In A Supporting Role","Philip Seymour Hoffman","Doubt"
2009,Nominees,"Actor In A Supporting Role","Michael Shannon","Revolutionary Road"
2009,Winner,"Actress In A Leading Role","Kate Winslet","The Reader"
2009,Nominees,"Actress In A Leading Role","Anne Hathaway","Rachel Getting Married"
2009,Nominees,"Actress In A Leading Role","Angelina Jolie","Changeling"
2009,Nominees,"Actress In A Leading Role","Melissa Leo","Frozen River"
2009,Nominees,"Actress In A Leading Role","Meryl Streep","Doubt"
2009,Winner,"Actress In A Supporting Role","Penélope Cruz","Vicky Cristina Barcelona"
2009,Nominees,"Actress In A Supporting Role","Amy Adams","Doubt"
2009,Nominees,"Actress In A Supporting Role","Viola Davis","Doubt"
2009,Nominees,"Actress In A Supporting Role","Taraji P. Henson","The Curious Case of Benjamin Button"
2009,Nominees,"Actress In A Supporting Role","Marisa Tomei","The Wrestler"
2009,Winner,"Animated Feature Film","Wall-E","Andrew Stanton"
2009,Nominees,"Animated Feature Film","Bolt","Chris Williams and Byron Howard"
2009,Nominees,"Animated Feature Film","Kung Fu Panda","John Stevenson and Mark Osborne"
2009,Winner,"Art Direction","The Curious Case Of Benjamin Button","Art Direction: Donald Graham Burt; Set Decoration: Victor J. Zolfo"
2009,Nominees,"Art Direction","Changeling","Art Direction: James J. Murakami; Set Decoration: Gary Fettis"
2009,Nominees,"Art Direction","The Dark Knight","Art Direction: Nathan Crowley; Set Decoration: Peter Lando"
2009,Nominees,"Art Direction","The Duchess","Art Direction: Michael Carlin; Set Decoration: Rebecca Alleway"
2009,Nominees,"Art Direction","Revolutionary Road","Art Direction: Kristi Zea; Set Decoration: Debra Schutt"
2009,Winner,"Cinematography","Slumdog Millionaire","Anthony Dod Mantle"
2009,Nominees,"Cinematography","Changeling","Tom Stern"
2009,Nominees,"Cinematography","The Curious Case Of Benjamin Button","Claudio Miranda"
2009,Nominees,"Cinematography","The Dark Knight","Wally Pfister"
2009,Nominees,"Cinematography","The Reader","Chris Menges and Roger Deakins"
2009,Winner,"Costume Design","The Duchess","Michael O'Connor"
2009,Nominees,"Costume Design","Australia","Catherine Martin"
2009,Nominees,"Costume Design","The Curious Case Of Benjamin Button","Jacqueline West"
2009,Nominees,"Costume Design","Milk","Danny Glicker"
2009,Nominees,"Costume Design","Revolutionary Road","Albert Wolsky"
2009,Winner,"Directing","Slumdog Millionaire","Danny Boyle"
2009,Nominees,"Directing","The Curious Case Of Benjamin Button","David Fincher"
2009,Nominees,"Directing","Frost/Nixon","Ron Howard"
2009,Nominees,"Directing","Milk","Gus Van Sant"
2009,Nominees,"Directing","The Reader","Stephen Daldry"
2009,Winner,"Documentary (Feature)","Man On Wire","James Marsh and Simon Chinn"
2009,Nominees,"Documentary (Feature)","The Betrayal (Nerakhoon)","Ellen Kuras and Thavisouk Phrasavath"
2009,Nominees,"Documentary (Feature)","Encounters At The End Of The World","Werner Herzog and Henry Kaiser"
2009,Nominees,"Documentary (Feature)","The Garden","Scott Hamilton Kennedy"
2009,Nominees,"Documentary (Feature)","Trouble The Water","Tia Lessin and Carl Deal"
2009,Winner,"Documentary (Short Subject)","Smile Pinki","Megan Mylan"
2009,Nominees,"Documentary (Short Subject)","The Conscience Of Nhem En","Steven Okazaki"
2009,Nominees,"Documentary (Short Subject)","The Final Inch","Irene Taylor Brodsky and Tom Grant"
2009,Nominees,"Documentary (Short Subject)","The Witness - From The Balcony Of Room 306","Adam Pertofsky and Margaret Hyde"
2009,Winner,"Film Editing","Slumdog Millionaire","Chris Dickens"
2009,Nominees,"Film Editing","The Curious Case Of Benjamin Button","Kirk Baxter and Angus Wall"
2009,Nominees,"Film Editing","The Dark Knight","Lee Smith"
2009,Nominees,"Film Editing","Frost/Nixon","Mike Hill and Dan Hanley"
2009,Nominees,"Film Editing","Milk","Elliot Graham"
2009,Winner,"Foreign Language Film","Departures","Japan"
2009,Nominees,"Foreign Language Film","The Baader Meinhof Complex","Germany"
2009,Nominees,"Foreign Language Film","The Class","France"
2009,Nominees,"Foreign Language Film","Revanche","Austria"
2009,Nominees,"Foreign Language Film","Waltz With Bashir","Israel"
2009,Winner,"Jean Hersholt Humanitarian Award","","Jerry Lewis"
2009,Winner,"Makeup","The Curious Case Of Benjamin Button","Greg Cannom"
2009,Nominees,"Makeup","The Dark Knight","John Caglione, Jr. and Conor O'Sullivan"
2009,Nominees,"Makeup","Hellboy Ii: The Golden Army","Mike Elizalde and Thom Floutz"
2009,Winner,"Music (Original Score)","Slumdog Millionaire","A.R. Rahman"
2009,Nominees,"Music (Original Score)","The Curious Case Of Benjamin Button","Alexandre Desplat"
2009,Nominees,"Music (Original Score)","Defiance","James Newton Howard"
2009,Nominees,"Music (Original Score)","Milk","Danny Elfman"
2009,Nominees,"Music (Original Score)","Wall-E","Thomas Newman"
2009,Winner,"Music (Original Song)","Slumdog Millionaire","Jai Ho in "Slumdog Millionaire" Music by A.R. Rahman; Lyric by Gulzar"
2009,Nominees,"Music (Original Song)","Wall-E","Down To Earth in "WALL-E" Music by Peter Gabriel and Thomas Newman; Lyric by Peter Gabriel"
2009,Nominees,"Music (Original Song)","Slumdog Millionaire","O Saya in "Slumdog Millionaire" Music and Lyric by A.R. Rahman and Maya Arulpragasam"
2009,Winner,"Best Picture","Slumdog Millionaire","Christian Colson, Producer"
2009,Nominees,"Best Picture","The Curious Case Of Benjamin Button","The Curious Case of Benjamin Button"
2009,Nominees,"Best Picture","Frost/Nixon","Brian Grazer, Ron Howard and Eric Fellner, Producers"
2009,Nominees,"Best Picture","Milk","Dan Jinks and Bruce Cohen, Producers"
2009,Nominees,"Best Picture","The Reader","Anthony Minghella, Sydney Pollack, Donna Gigliotti and Redmond Morris, Producers"
2009,Winner,"Short Film (Animated)","La Maison En Petits Cubes","Kunio Kato"
2009,Nominees,"Short Film (Animated)","Lavatory - Lovestory","Konstantin Bronzit"
2009,Nominees,"Short Film (Animated)","Oktapodi","Emud Mokhberi and Thierry Marchand"
2009,Nominees,"Short Film (Animated)","Presto","Doug Sweetland"
2009,Nominees,"Short Film (Animated)","This Way Up","Alan Smith and Adam Foulkes"
2009,Winner,"Short Film (Live Action)","Spielzeugland (Toyland)","Jochen Alexander Freydank"
2009,Nominees,"Short Film (Live Action)","Auf Der Strecke (On The Line)","Reto Caffi"
2009,Nominees,"Short Film (Live Action)","Manon On The Asphalt","Elizabeth Marre and Olivier Pont"
2009,Nominees,"Short Film (Live Action)","New Boy","Steph Green and Tamara Anghie"
2009,Nominees,"Short Film (Live Action)","The Pig","The Pig"
2009,Winner,"Sound Editing","The Dark Knight","Richard King"
2009,Nominees,"Sound Editing","Iron Man","Frank Eulner and Christopher Boyes"
2009,Nominees,"Sound Editing","Slumdog Millionaire","Glenn Freemantle and Tom Sayers"
2009,Nominees,"Sound Editing","Wall-E","Ben Burtt and Matthew Wood"
2009,Nominees,"Sound Editing","Wanted","Wylie Stateman"
2009,Winner,"Sound Mixing","Slumdog Millionaire","Ian Tapp, Richard Pryke and Resul Pookutty"
2009,Nominees,"Sound Mixing","The Curious Case Of Benjamin Button","David Parker, Michael Semanick, Ren Klyce and Mark Weingarten"
2009,Nominees,"Sound Mixing","The Dark Knight","Lora Hirschberg, Gary Rizzo and Ed Novick"
2009,Nominees,"Sound Mixing","Wall-E","Tom Myers, Michael Semanick and Ben Burtt"
2009,Nominees,"Sound Mixing","Wanted","Wanted"
2009,Winner,"Visual Effects","The Curious Case Of Benjamin Button","Eric Barba, Steve Preeg, Burt Dalton and Craig Barron"
2009,Nominees,"Visual Effects","The Dark Knight","Nick Davis, Chris Corbould, Tim Webber and Paul Franklin"
2009,Nominees,"Visual Effects","Iron Man","John Nelson, Ben Snow, Dan Sudick and Shane Mahan"
2009,Winner,"Writing (Adapted Screenplay)","Slumdog Millionaire","Screenplay by Simon Beaufoy"
2009,Nominees,"Writing (Adapted Screenplay)","The Curious Case Of Benjamin Button","Screenplay by Eric Roth; Screen story by Eric Roth and Robin Swicord"
2009,Nominees,"Writing (Adapted Screenplay)","Doubt","Written by John Patrick Shanley"
2009,Nominees,"Writing (Adapted Screenplay)","Frost/Nixon","Screenplay by Peter Morgan"
2009,Nominees,"Writing (Adapted Screenplay)","The Reader","Screenplay by David Hare"
2009,Winner,"Writing (Original Screenplay)","Milk","Written by Dustin Lance Black"
2009,Nominees,"Writing (Original Screenplay)","Frozen River","Written by Courtney Hunt"
2009,Nominees,"Writing (Original Screenplay)","Happy-Go-Lucky","Written by Mike Leigh"
2009,Nominees,"Writing (Original Screenplay)","In Bruges","Written by Martin McDonagh"
2009,Nominees,"Writing (Original Screenplay)","Wall-E","Screenplay by Andrew Stanton, Jim Reardon; Original story by Andrew Stanton, Pete Docter"
2010,Winner,"Actor In A Leading Role","Jeff Bridges","Crazy Heart"
2010,Nominees,"Actor In A Leading Role","George Clooney","Up in the Air"
2010,Nominees,"Actor In A Leading Role","Colin Firth","A Single Man"
2010,Nominees,"Actor In A Leading Role","Morgan Freeman","Invictus"
2010,Nominees,"Actor In A Leading Role","Jeremy Renner","The Hurt Locker"
2010,Winner,"Actor In A Supporting Role","Christoph Waltz","Inglourious Basterds"
2010,Nominees,"Actor In A Supporting Role","Matt Damon","Invictus"
2010,Nominees,"Actor In A Supporting Role","Woody Harrelson","The Messenger"
2010,Nominees,"Actor In A Supporting Role","Christopher Plummer","The Last Station"
2010,Nominees,"Actor In A Supporting Role","Stanley Tucci","The Lovely Bones"
2010,Winner,"Actress In A Leading Role","Sandra Bullock","The Blind Side"
2010,Nominees,"Actress In A Leading Role","Helen Mirren","The Last Station"
2010,Nominees,"Actress In A Leading Role","Carey Mulligan","An Education"
2010,Nominees,"Actress In A Leading Role","Gabourey Sidibe","Precious: Based on the Novel 'Push' by Sapphire"
2010,Nominees,"Actress In A Leading Role","Meryl Streep","Julie & Julia"
2010,Winner,"Actress In A Supporting Role","Mo'nique","Precious: Based on the Novel 'Push' by Sapphire"
2010,Nominees,"Actress In A Supporting Role","Penélope Cruz","Nine"
2010,Nominees,"Actress In A Supporting Role","Vera Farmiga","Up in the Air"
2010,Nominees,"Actress In A Supporting Role","Maggie Gyllenhaal","Crazy Heart"
2010,Nominees,"Actress In A Supporting Role","Anna Kendrick","Up in the Air"
2010,Winner,"Animated Feature Film","Up","Pete Docter"
2010,Nominees,"Animated Feature Film","Coraline","Henry Selick"
2010,Nominees,"Animated Feature Film","Fantastic Mr. Fox","Wes Anderson"
2010,Nominees,"Animated Feature Film","The Princess And The Frog","John Musker and Ron Clements"
2010,Nominees,"Animated Feature Film","The Secret Of Kells","Tomm Moore"
2010,Winner,"Art Direction","Avatar","Production Design: Rick Carter and Robert Stromberg; Set Decoration: Kim Sinclair"
2010,Nominees,"Art Direction","The Imaginarium Of Doctor Parnassus","Production Design: Dave Warren and Anastasia Masaro; Set Decoration: Caroline Smith"
2010,Nominees,"Art Direction","Nine","Production Design: John Myhre; Set Decoration: Gordon Sim"
2010,Nominees,"Art Direction","Sherlock Holmes","Production Design: Sarah Greenwood; Set Decoration: Katie Spencer"
2010,Nominees,"Art Direction","The Young Victoria","Production Design: Patrice Vermette; Set Decoration: Maggie Gray"
2010,Winner,"Cinematography","Avatar","Mauro Fiore"
2010,Nominees,"Cinematography","Harry Potter And The Half-Blood Prince","Bruno Delbonnel"
2010,Nominees,"Cinematography","The Hurt Locker","Barry Ackroyd"
2010,Nominees,"Cinematography","Inglourious Basterds","Robert Richardson"
2010,Nominees,"Cinematography","The White Ribbon","Christian Berger"
2010,Winner,"Costume Design","The Young Victoria","Sandy Powell"
2010,Nominees,"Costume Design","Bright Star","Janet Patterson"
2010,Nominees,"Costume Design","Coco Before Chanel","Catherine Leterrier"
2010,Nominees,"Costume Design","The Imaginarium Of Doctor Parnassus","Monique Prudhomme"
2010,Nominees,"Costume Design","Nine","Colleen Atwood"
2010,Winner,"Directing","The Hurt Locker","Kathryn Bigelow"
2010,Nominees,"Directing","Avatar","James Cameron"
2010,Nominees,"Directing","Inglourious Basterds","Quentin Tarantino"
2010,Nominees,"Directing","Precious: Based On The Novel 'Push' By Sapphire","Lee Daniels"
2010,Nominees,"Directing","Up In The Air","Jason Reitman"
2010,Winner,"Documentary (Feature)","The Cove","Louie Psihoyos and Fisher Stevens"
2010,Nominees,"Documentary (Feature)","Burma Vj","Burma VJ"
2010,Nominees,"Documentary (Feature)","Food, Inc.","Robert Kenner and Elise Pearlstein"
2010,Nominees,"Documentary (Feature)","The Most Dangerous Man In America: Daniel Ellsberg And The Pentagon Papers","Judith Ehrlich and Rick Goldsmith"
2010,Nominees,"Documentary (Feature)","Which Way Home","Rebecca Cammisa"
2010,Winner,"Documentary (Short Subject)","Music By Prudence","Roger Ross Williams and Elinor Burkett"
2010,Nominees,"Documentary (Short Subject)","China's Unnatural Disaster: The Tears Of Sichuan Province","Jon Alpert and Matthew O'Neill"
2010,Nominees,"Documentary (Short Subject)","The Last Campaign Of Governor Booth Gardner","Daniel Junge and Henry Ansbacher"
2010,Nominees,"Documentary (Short Subject)","The Last Truck: Closing Of A Gm Plant","Steven Bognar and Julia Reichert"
2010,Nominees,"Documentary (Short Subject)","","Bartek Konopka and Anna Wydra"
2010,Winner,"Film Editing","The Hurt Locker","Bob Murawski and Chris Innis"
2010,Nominees,"Film Editing","Avatar","Stephen Rivkin, John Refoua and James Cameron"
2010,Nominees,"Film Editing","District 9","Julian Clarke"
2010,Nominees,"Film Editing","Inglourious Basterds","Sally Menke"
2010,Nominees,"Film Editing","Precious: Based On The Novel 'Push' By Sapphire","Joe Klotz"
2010,Winner,"Foreign Language Film","The Secret In Their Eyes","Argentina"
2010,Nominees,"Foreign Language Film","Ajami","Israel"
2010,Nominees,"Foreign Language Film","The Milk Of Sorrow","Peru"
2010,Nominees,"Foreign Language Film","A Prophet","France"
2010,Nominees,"Foreign Language Film","The White Ribbon","Germany"
2010,Winner,"Irving G. Thalberg Memorial Award","","John Calley"
2010,Winner,"Makeup","Star Trek","Barney Burman, Mindy Hall and Joel Harlow"
2010,Nominees,"Makeup","Il Divo","Aldo Signoretti and Vittorio Sodano"
2010,Nominees,"Makeup","The Young Victoria","Jon Henry Gordon and Jenny Shircore"
2010,Winner,"Music (Original Score)","Up","Michael Giacchino"
2010,Nominees,"Music (Original Score)","Avatar","James Horner"
2010,Nominees,"Music (Original Score)","Fantastic Mr. Fox","Alexandre Desplat"
2010,Nominees,"Music (Original Score)","The Hurt Locker","Marco Beltrami and Buck Sanders"
2010,Nominees,"Music (Original Score)","Sherlock Holmes","Hans Zimmer"
2010,Winner,"Music (Original Song)","Crazy Heart","The Weary Kind (Theme From Crazy Heart) in "Crazy Heart" Music and Lyric by Ryan Bingham and T Bone Burnett"
2010,Nominees,"Music (Original Song)","The Princess And The Frog","Almost There in "The Princess and the Frog" Music and Lyric by Randy Newman"
2010,Nominees,"Music (Original Song)","The Princess And The Frog","Down In New Orleans in "The Princess and the Frog" Music and Lyric by Randy Newman"
2010,Nominees,"Music (Original Song)","Paris 36","Loin De Paname in "Paris 36" Music by Reinhardt Wagner; Lyric by Frank Thomas"
2010,Nominees,"Music (Original Song)","Nine","Take It All in "Nine" Music and Lyric by Maury Yeston"
2010,Winner,"Best Picture","The Hurt Locker","Kathryn Bigelow, Mark Boal, Nicolas Chartier and Greg Shapiro, Producers"
2010,Nominees,"Best Picture","Avatar","James Cameron and Jon Landau, Producers"
2010,Nominees,"Best Picture","The Blind Side","Gil Netter, Andrew A. Kosove and Broderick Johnson, Producers"
2010,Nominees,"Best Picture","District 9","Peter Jackson and Carolynne Cunningham, Producers"
2010,Nominees,"Best Picture","An Education","Finola Dwyer and Amanda Posey, Producers"
2010,Nominees,"Best Picture","Inglourious Basterds","Lawrence Bender, Producer"
2010,Nominees,"Best Picture","Precious: Based On The Novel 'Push' By Sapphire","Lee Daniels, Sarah Siegel-Magness and Gary Magness, Producers"
2010,Nominees,"Best Picture","A Serious Man","Joel Coen and Ethan Coen, Producers"
2010,Nominees,"Best Picture","Up","Jonas Rivera, Producer"
2010,Nominees,"Best Picture","Up In The Air","Daniel Dubiecki, Ivan Reitman and Jason Reitman, Producers"
2010,Winner,"Short Film (Animated)","Logorama","Nicolas Schmerkin"
2010,Nominees,"Short Film (Animated)","French Roast","Fabrice O. Joubert"
2010,Nominees,"Short Film (Animated)","Granny O'grimm's Sleeping Beauty","Nicky Phelan and Darragh O'Connell"
2010,Nominees,"Short Film (Animated)","The Lady And The Reaper (La Dama Y La Muerte)","Javier Recio Gracia"
2010,Nominees,"Short Film (Animated)","A Matter Of Loaf And Death","Nick Park"
2010,Winner,"Short Film (Live Action)","The New Tenants","Joachim Back and Tivi Magnusson"
2010,Nominees,"Short Film (Live Action)","The Door","Juanita Wilson and James Flynn"
2010,Nominees,"Short Film (Live Action)","Instead Of Abracadabra","Patrik Eklund and Mathias Fjellström"
2010,Nominees,"Short Film (Live Action)","Kavi","Gregg Helvey"
2010,Nominees,"Short Film (Live Action)","Miracle Fish","Luke Doolan and Drew Bailey"
2010,Winner,"Sound Editing","The Hurt Locker","Paul N.J. Ottosson"
2010,Nominees,"Sound Editing","Avatar","Christopher Boyes and Gwendolyn Yates Whittle"
2010,Nominees,"Sound Editing","Inglourious Basterds","Wylie Stateman"
2010,Nominees,"Sound Editing","Star Trek","Mark Stoeckinger and Alan Rankin"
2010,Nominees,"Sound Editing","Up","Michael Silvers and Tom Myers"
2010,Winner,"Sound Mixing","The Hurt Locker","Paul N.J. Ottosson and Ray Beckett"
2010,Nominees,"Sound Mixing","Avatar","Christopher Boyes, Gary Summers, Andy Nelson and Tony Johnson"
2010,Nominees,"Sound Mixing","Inglourious Basterds","Michael Minkler, Tony Lamberti and Mark Ulano"
2010,Nominees,"Sound Mixing","Star Trek","Anna Behlmer, Andy Nelson and Peter J. Devlin"
2010,Nominees,"Sound Mixing","Transformers: Revenge Of The Fallen","Greg P. Russell, Gary Summers and Geoffrey Patterson"
2010,Winner,"Visual Effects","Avatar","Joe Letteri, Stephen Rosenbaum, Richard Baneham and Andrew R. Jones"
2010,Nominees,"Visual Effects","District 9","Dan Kaufman, Peter Muyzers, Robert Habros and Matt Aitken"
2010,Nominees,"Visual Effects","Star Trek","Roger Guyett, Russell Earl, Paul Kavanagh and Burt Dalton"
2010,Winner,"Writing (Adapted Screenplay)","Precious: Based On The Novel 'Push' By Sapphire","Screenplay by Geoffrey Fletcher"
2010,Nominees,"Writing (Adapted Screenplay)","District 9","Written by Neill Blomkamp and Terri Tatchell"
2010,Nominees,"Writing (Adapted Screenplay)","An Education","Screenplay by Nick Hornby"
2010,Nominees,"Writing (Adapted Screenplay)","In The Loop","Screenplay by Jesse Armstrong, Simon Blackwell, Armando Iannucci, Tony Roche"
2010,Nominees,"Writing (Adapted Screenplay)","Up In The Air","Screenplay by Jason Reitman and Sheldon Turner"
2010,Winner,"Writing (Original Screenplay)","The Hurt Locker","Written by Mark Boal"
2010,Nominees,"Writing (Original Screenplay)","Inglourious Basterds","Written by Quentin Tarantino"
2010,Nominees,"Writing (Original Screenplay)","The Messenger","Written by Alessandro Camon & Oren Moverman"
2010,Nominees,"Writing (Original Screenplay)","A Serious Man","Written by Joel Coen & Ethan Coen"
2010,Nominees,"Writing (Original Screenplay)","Up","Screenplay by Bob Peterson, Pete Docter; Story by Pete Docter, Bob Peterson, Tom McCarthy"
2011,Winner,"Actor In A Leading Role","Colin Firth","The King's Speech"
2011,Nominees,"Actor In A Leading Role","Javier Bardem","Biutiful"
2011,Nominees,"Actor In A Leading Role","Jeff Bridges","True Grit"
2011,Nominees,"Actor In A Leading Role","Jesse Eisenberg","The Social Network"
2011,Nominees,"Actor In A Leading Role","James Franco","127 Hours"
2011,Winner,"Actor In A Supporting Role","Christian Bale","The Fighter"
2011,Nominees,"Actor In A Supporting Role","John Hawkes","Winter's Bone"
2011,Nominees,"Actor In A Supporting Role","Jeremy Renner","The Town"
2011,Nominees,"Actor In A Supporting Role","Mark Ruffalo","The Kids Are All Right"
2011,Nominees,"Actor In A Supporting Role","Geoffrey Rush","The King's Speech"
2011,Winner,"Actress In A Leading Role","Natalie Portman","Black Swan"
2011,Nominees,"Actress In A Leading Role","Annette Bening","The Kids Are All Right"
2011,Nominees,"Actress In A Leading Role","Nicole Kidman","Rabbit Hole"
2011,Nominees,"Actress In A Leading Role","Jennifer Lawrence","Winter's Bone"
2011,Nominees,"Actress In A Leading Role","Michelle Williams","Blue Valentine"
2011,Winner,"Actress In A Supporting Role","Melissa Leo","The Fighter"
2011,Nominees,"Actress In A Supporting Role","Amy Adams","The Fighter"
2011,Nominees,"Actress In A Supporting Role","Helena Bonham Carter","The King's Speech"
2011,Nominees,"Actress In A Supporting Role","Hailee Steinfeld","True Grit"
2011,Nominees,"Actress In A Supporting Role","Jacki Weaver","Animal Kingdom"
2011,Winner,"Animated Feature Film","Toy Story 3","Lee Unkrich"
2011,Nominees,"Animated Feature Film","How To Train Your Dragon","Chris Sanders and Dean DeBlois"
2011,Nominees,"Animated Feature Film","The Illusionist","Sylvain Chomet"
2011,Winner,"Art Direction","Alice In Wonderland","Production Design: Robert Stromberg; Set Decoration: Karen O'Hara"
2011,Nominees,"Art Direction","Harry Potter And The Deathly Hallows Part 1","Production Design: Stuart Craig; Set Decoration: Stephenie McMillan"
2011,Nominees,"Art Direction","Inception","Production Design: Guy Hendrix Dyas; Set Decoration: Larry Dias and Doug Mowat"
2011,Nominees,"Art Direction","The King's Speech","Production Design: Eve Stewart; Set Decoration: Judy Farr"
2011,Nominees,"Art Direction","True Grit","Production Design: Jess Gonchor; Set Decoration: Nancy Haigh"
2011,Winner,"Cinematography","Inception","Wally Pfister"
2011,Nominees,"Cinematography","Black Swan","Matthew Libatique"
2011,Nominees,"Cinematography","The King's Speech","Danny Cohen"
2011,Nominees,"Cinematography","The Social Network","Jeff Cronenweth"
2011,Nominees,"Cinematography","True Grit","Roger Deakins"
2011,Winner,"Costume Design","Alice In Wonderland","Colleen Atwood"
2011,Nominees,"Costume Design","I Am Love","Antonella Cannarozzi"
2011,Nominees,"Costume Design","The King's Speech","Jenny Beavan"
2011,Nominees,"Costume Design","The Tempest","Sandy Powell"
2011,Nominees,"Costume Design","True Grit","Mary Zophres"
2011,Winner,"Directing","The King's Speech","Tom Hooper"
2011,Nominees,"Directing","Black Swan","Darren Aronofsky"
2011,Nominees,"Directing","The Fighter","David O. Russell"
2011,Nominees,"Directing","The Social Network","David Fincher"
2011,Nominees,"Directing","True Grit","Joel Coen and Ethan Coen"
2011,Winner,"Documentary (Feature)","Inside Job","Charles Ferguson and Audrey Marrs"
2011,Nominees,"Documentary (Feature)","Exit Through The Gift Shop","Banksy and Jaimie D'Cruz"
2011,Nominees,"Documentary (Feature)","Gasland","Josh Fox and Trish Adlesic"
2011,Nominees,"Documentary (Feature)","Restrepo","Tim Hetherington and Sebastian Junger"
2011,Nominees,"Documentary (Feature)","Waste Land","Lucy Walker and Angus Aynsley"
